"species","area_global","mhw_freq","mhw_total_days","mhw_max_int","mhw_mean_int","mhw_cum_int","slope_mean_int","slope_freq","slope_cum","slope_max","slope_total","dem_mean","dem_range","Order","X2024.IUCN.Red.List.category","Average.Mass","Clutch_Min","Clutch_Max","Sed","Primary.Habitat","Primary.Diet","HB","Flightlessness","Exposure","IUCN_num","Clutch_mean","Flightless_num","Trait_sensitivity","Sensitivity","Suitability","Risk_index","Risk_level"
"Erythrura tricolor",0.000105968589730882,0.729345786249368,0.827660300182087,0.630321986038541,0.0926997764791836,0.164721458388829,0.378191483274187,0.326393103442229,0.374497632514108,0.451163585846868,0.52943143189248,0.118976889058604,NA,"Passeriformes","LC",0.000127688779880505,4,6,0,"Forest","Seed",3,"No",0.450442654430788,0,0.210526315789474,0,0.0526635011423385,0.0263317505711693,0.0595414288241676,0.0111547260925654,"High"
"Erythrura viridifacies",0.000316786489986877,0.692949278471262,0.724356591916451,0.664182544756949,0.101899633463197,0.154547705701526,0.406913932058611,0.283462822427916,0.293489472249177,0.452173553629025,0.394694165943179,0.117326167784593,NA,"Passeriformes","VU",0.000223880994057151,3,4,0,"Forest","Seed",4,"No",0.416866970061729,0.5,0.131578947368421,0,0.0329507070906195,0.26647535354531,0.0588214771372899,0.104550602779797,"Very high"
"Esacus magnirostris",0.00653157295754361,0.732545294521862,0.708252468242,0.646136340317209,0.087222729685724,0.14287406120008,0.386714174344278,0.460949077648254,0.307539669691943,0.44517905813198,0.490074487431958,0.0963367425399983,NA,"Charadriiformes","NT",0.0211963374601638,1,1,0,"Coastal","Invertebrate",1,"No",0.440748736121529,0.25,0,0,0.00529908436504094,0.12764954218252,0.0514341577487709,0.0533676179782373,"Very high"
"Esacus recurvirostris",0.00921663220001425,0.683632175003247,0.842865479075163,0.826653739062107,0.271681215795844,0.342245198804085,0.27765559008053,0.164342946271774,0.203456636124691,0.357572607296254,0.219518642009442,0.126465853654766,NA,"Charadriiformes","NT",0.0167272301643461,1,2,0,"Riparian","Invertebrate",4,"No",0.418962422952314,0.25,0.0263157894736842,0,0.0107607549095076,0.130380377454754,0.06784124292739,0.0509186863048511,"Very high"
"Estrilda rufibarba",0.000255888102967768,0.764965009100568,0.795341989851988,0.747420711880255,0.173551264068489,0.223883656564878,0.535637834064685,0.398450783207679,0.5426690947472,0.587272794112571,0.57854679272137,0.329743744348119,NA,"Passeriformes","LC",9.57665849103784e-05,NA,NA,0,"Shrub","Seed",3,"No",0.534773993031968,0,NA,0,3.19221949701261e-05,1.59610974850631e-05,0.164999816225544,7.12721073106338e-06,"Very low"
"Estrilda troglodytes",0.000183097451823928,0.699393291271322,0.853120274241537,0.68247369200006,0.383167724187387,0.456231813145386,0.917388941254634,0.131694757600977,0.785176377285008,0.701907546841236,0.385216225507514,0.100205348297922,NA,"Passeriformes","LC",6.52631541611469e-05,4,5,0,"Grassland","Seed",3,"No",0.599577064333506,0,0.184210526315789,0,0.0460689473674877,0.0230344736837438,0.0501942228748728,0.0131177126033969,"High"
"Eudromias morinellus",0.0277027440383399,0.803647978666545,0.847654752418705,0.485862845983012,0.816250775502419,0.849798933727333,0.504222870767782,0.172427076934045,0.751992780286401,0.644393349101762,0.312320026529794,0.135658150070988,NA,"Charadriiformes","LC",0.00227179620870731,2,3,0,"Grassland","Invertebrate",4,"No",0.61885713899178,0,0.0789473684210526,0,0.02030479115744,0.01015239557872,0.0816804470546638,0.00576969383185742,"Medium"
"Eudynamys orientalis",0.00306848938488101,0.737374367743716,0.643944244173154,0.644631581407411,0.098532528663392,0.13256115538136,0.366410258701313,0.576059995510283,0.347854775126295,0.438665250780836,0.551270809567866,0.111523248741114,NA,"Cuculiformes","LC",0.00500823769975756,1,1,0,"Forest","Fruit",4,"No",0.453730496705563,0,0,0,0.00125205942493939,0.000626029712469695,0.0572958690629974,0.000267773951120877,"Very low"
"Eudynamys scolopaceus",0.0299427850708982,0.715973278594023,0.789096144884333,0.74821054342347,0.24057173266666,0.298081394114598,0.407910698892388,0.247730552960663,0.307296654630788,0.447503190628013,0.309215391496979,0.147671579606862,NA,"Cuculiformes","LC",0.00480961070883234,2,3,0,"Forest","Fruit",4,"No",0.451158958229191,0,0.0789473684210526,0,0.0209392447824712,0.0104696223912356,0.0888071823388803,0.00430398640848408,"Low"
"Eugerygone rubra",0.000352217988417643,0.608478945273811,0.413853842089623,0.437915497176899,0.106670551342011,0.0851305860897384,NA,0.586939535265699,0.311323380322263,NA,0.474935881878368,0.472250980128398,NA,"Passeriformes","LC",0.000104988552346193,NA,NA,0,"Forest","Invertebrate",2,"No",0.378156027429802,0,NA,0,3.49961841153975e-05,1.74980920576988e-05,0.236301599058408,5.05339917714932e-06,"Very low"
"Eulabeornis castaneoventris",0.000204786863090964,0.660803797516971,0.575414123710983,0.62519956288515,0.0713274288780364,0.096950470810595,0.45198018868245,0.511011255461779,0.323608856655414,0.516872736161095,0.548506240243353,0.0510688956210934,NA,"Gruiformes","LC",0.0147906170028251,4,5,0,"Coastal","Invertebrate",3,"No",0.438167466100583,0,0.184210526315789,0,0.0497502858296536,0.0248751429148268,0.0256368412420922,0.0106200501440584,"High"
"Eulacestoma nigropectus",0.000255657161061529,0.582952003052738,0.390343031662785,0.417914179068091,0.106828390430619,0.0796596513628019,NA,0.57098007079289,0.304048627632299,NA,0.459572225748387,0.507651221310931,NA,"Passeriformes","LC",0.000349015998340046,NA,NA,0,"Forest","Invertebrate",3,"No",0.364037272468826,0,NA,0,0.000116338666113349,5.81693330566743e-05,0.253953439235996,1.57981367507481e-05,"Very low"
"Eulipoa wallacei",0.00011801197719636,0.818620780852955,0.736223585581578,0.595833488115355,0.0648611718703138,0.12939002704759,0.363468138352773,0.583843104084416,0.322310373870365,0.443555368260975,0.586370951785482,0.121703810166046,NA,"Galliformes","VU",0.0106265440144998,1,1,0,"Forest","Omnivore",2,"No",0.46444769898218,0.5,0,0,0.00265663600362494,0.251328318001812,0.0609109110716213,0.109618797835876,"Very high"
"Eumyias additus",1.17511058285403e-05,0.744168476520605,0.662750321033399,0.592894005101768,0.0791980411448611,0.12060555641574,NA,0.449890096587709,0.282044017592055,NA,0.449299025111891,0.192589422492673,NA,"Passeriformes","NT",0.000393707071298222,2,3,0,"Forest","Invertebrate",1,"No",0.422606192438504,0.25,0.0789473684210526,0,0.0198352688730877,0.134917634436544,0.0963005867992507,0.0515262545490783,"Very high"
"Eumyias albicaudatus",9.59696079927444e-05,0.647349327019285,0.785025945736293,0.676305207753112,0.192055567109394,0.238323213703931,0.240662502671342,0.0984174844726685,0.139833671280954,0.300038988469269,0.154238362066235,0.2253192936982,NA,"Passeriformes","LC",0.000262826071920705,2,3,0,"Forest","Invertebrate",3,"No",0.347225027028248,0,0.0789473684210526,0,0.0198025486232433,0.00990127431162167,0.112707631653097,0.00305048475697008,"Low"
"Eumyias hyacinthinus",9.49025352399724e-05,0.722343007026906,0.834509424890071,0.635111244554504,0.0990082360725408,0.173139826676057,0.376555722356782,0.312183713371233,0.382285222170465,0.454213283678355,0.522681802492074,0.126677925419045,NA,"Passeriformes","LC",0.0004639359002325,NA,NA,0,"Forest","Invertebrate",3,"No",0.451203148328899,0,NA,0,0.0001546453000775,7.732265003875e-05,0.0633864139771427,3.26767837800799e-05,"Very low"
"Eumyias indigo",0.000147778035346428,0.673890889851557,0.609016368886818,0.581321044435791,0.0937754296582492,0.126263170093992,NA,0.311704239526412,0.203268387091687,NA,0.317082388310784,0.181271904386918,NA,"Passeriformes","LC",0.000236224242778933,2,2,0,"Forest","Invertebrate",1,"No",0.364540239731911,0,0.0526315789473684,0,0.0132169507975368,0.00660847539876842,0.0907098412111324,0.00219053019091262,"Low"
"Eumyias panayensis",0.000503919197378829,0.849949854519101,0.794263743943332,0.595904945816935,0.0909872210305913,0.171597658245877,0.385634771105284,0.591120842509787,0.355336991877528,0.433587646416611,0.58437125940738,0.209207161492504,NA,"Passeriformes","LC",0.000334118974020654,NA,NA,0,"Forest","Invertebrate",1,"No",0.485275493487243,0,NA,0,0.000111372991340218,5.56864956701089e-05,0.104855540344942,2.41897498172569e-05,"Very low"
"Eumyias thalassinus",0.0216630714725281,0.724858753752883,0.774275073131775,0.71455272878513,0.234227368604589,0.287937028121583,0.418069635306524,0.270407093121444,0.319820340159071,0.44935895877379,0.328689839574943,0.187920448326655,NA,"Passeriformes","LC",0.000284107535234123,3,4,0,"Forest","Invertebrate",3,"No",0.452219681933173,0,0.131578947368421,0,0.0329657637259138,0.0164828818629569,0.104791759899591,0.00667277801356847,"Medium"
"Euodice cantans",0.011197672697364,0.782908213913686,0.800609569014016,0.80210790864417,0.189469826574512,0.234237294375881,0.521543785463196,0.386635984093898,0.529956962434303,0.576627248053811,0.552848464840445,0.274461385758426,NA,"Passeriformes","LC",0.000170251706507339,3,6,0,"Savanna","Seed",4,"No",0.537694525740792,0,0.184210526315789,0,0.0460951945055742,0.0230475972527871,0.142829529227895,0.0106225423817204,"High"
"Euodice malabarica",0.0105520894109198,0.644987716679267,0.860794182301669,0.887507614806561,0.28319724202597,0.358941565919695,0.268592606881806,0.118254261252916,0.158918456006771,0.341678735170612,0.175671752764068,0.113260540995858,NA,"Passeriformes","LC",0.000156064064298394,3,8,0,"Grassland","Seed",6,"No",0.409854413380933,0,0.236842105263158,0,0.0592495423318641,0.029624771165932,0.0619063152033891,0.0113901864349879,"High"
"Eupetes macrocerus",0.00330329496886364,0.67219078769475,0.59158887774065,0.690417748650385,0.10824622474224,0.138274806723407,0.42290505846431,0.491827672353661,0.318159401581655,0.453027384952044,0.46723528275596,0.0756387321559437,NA,"Passeriformes","NT",0.00138329511537213,2,2,0,"Forest","Invertebrate",1,"No",0.435387324565906,0.25,0.0526315789473684,0,0.0135037185156851,0.131751859257843,0.0394710135624037,0.0550989102248705,"Very high"
"Euptilotus eutilotus",0.0026810898887068,0.669143185879736,0.587008141268487,0.684704679733166,0.112557790167186,0.140622537716553,0.420445680362652,0.487815106345412,0.318827039153343,0.458410072090566,0.45961256752993,0.0953288097784321,NA,"Passeriformes","NT",0.000687391265023383,2,2,0,"Forest","Fruit",1,"No",0.433914680024703,0.25,0.0526315789473684,0,0.0133297425530979,0.131664871276549,0.0490049498335695,0.054331602995897,"Very high"
"Eurochelidon sirintarae",0.00272564439476752,0.743381022166917,0.828921810843522,0.723949071428419,0.240696553093991,0.311570536318288,0.312927445320269,0.207605241734758,0.247168465045528,0.386280407816907,0.248357342155949,0.206125005695588,NA,"Passeriformes","CR",0.000468192192895183,NA,NA,0,"Wetland","Invertebrate",2,"No",0.425085789592455,1,NA,0,0.000156064064298394,0.500078032032149,0.104425325045178,0.190377740408893,"Very high"
"Eurostopodus archboldi",0.000214832462300474,0.579686899091868,0.387577380124997,0.390962936854009,0.107013876945226,0.0790744660418598,NA,0.569923220945657,0.299398838560221,NA,0.455736628894059,0.551431851625859,NA,"Caprimulgiformes","LC",0.00155354682187947,1,1,0,"Forest","Invertebrate",2,"No",0.358671780932237,0,0,0,0.000388386705469868,0.000194193352734934,0.27582334204408,5.04401177081944e-05,"Very low"
"Eurostopodus argus",2.48976828544537e-05,0.660941983727899,0.587122592221232,0.62181984355916,0.0675346410919981,0.0950755343379716,0.45198018868245,0.507531072980227,0.323600525744482,0.516872736161095,0.559422887334038,0.0479123199546155,NA,"Caprimulgiformes","LC",0.00209622413637162,1,1,0,"Woodland","Invertebrate",5,"No",0.439190200584055,0,0,0,0.000524056034092904,0.000262028017046452,0.023968608818735,0.000112321826569959,"Very low"
"Eurostopodus diabolicus",0.000142107865822167,0.957564340522115,0.925028457351003,0.600757382213039,0.0714041816227995,0.188495195045579,NA,0.84040110358618,0.422722141775662,NA,0.792414473485609,0.153685700648632,NA,"Caprimulgiformes","LC",0.00212814633134174,1,1,0,"Forest","Invertebrate",1,"No",0.599848409450248,0,0,0,0.000532036582835436,0.000266018291417718,0.0769139042572271,0.000147297447372788,"Very low"
"Eurostopodus papuensis",0.00144954441600557,0.64280661031507,0.489144397613629,0.687066836947152,0.116735535342192,0.107381302435553,0.37879802508143,0.531039014771342,0.321827043161448,0.5110236108943,0.463966556496421,0.0673497830195572,NA,"Caprimulgiformes","LC",0.00162803194347643,1,1,0,"Forest","Invertebrate",1,"No",0.424978893305854,0,0,0,0.000407007985869108,0.000203503992934554,0.0343996637177814,8.35098501654814e-05,"Very low"
"Eurylaimus harterti",0.00624759031936892,0.704145350418464,0.684024511528352,0.701589664404814,0.143530813255372,0.192516259193268,0.368947307645885,0.409984522802357,0.316674480924693,0.456550359290866,0.417628806230495,0.107345138973673,NA,"Passeriformes","LC",0.0016379632930227,2,3,0,"Forest","Invertebrate",4,"No",0.439559207569457,0,0.0789473684210526,0,0.0201463329285188,0.0100731664642594,0.0567963646465212,0.00417627279088789,"Low"
"Eurylaimus javanicus",0.000364398594132179,0.669849472716888,0.65299297699203,0.629673067313745,0.0912744367136841,0.131844562064892,0.298246554438173,0.300963913464119,0.19123489278123,0.367345595171198,0.312994537489676,0.114811718669894,NA,"Passeriformes","LC",0.00159646443956153,2,3,0,"Forest","Invertebrate",1,"No",0.364642000914564,0,0.0789473684210526,0,0.0201359582151535,0.0100679791075768,0.0575880586320131,0.00345979030269458,"Low"
"Eurylaimus ochromalus",0.00324782337558254,0.678286512379926,0.614690557151347,0.691653286605595,0.111534090402297,0.147351872482413,0.346841200886093,0.481583076482852,0.323505450457134,0.450969654041143,0.467292420702824,0.0791380538646348,NA,"Passeriformes","NT",0.000658448474917135,2,3,0,"Forest","Invertebrate",3,"No",0.431370812159163,0.25,0.0789473684210526,0,0.0199014542239924,0.134950727111996,0.0411929386201087,0.0558158070696238,"Very high"
"Eurystomus orientalis",0.0419803059922046,0.757095727803641,0.741057299823498,0.669031394949878,0.283284828565773,0.310183029573414,0.507796149577053,0.290487544395359,0.407887908951899,0.54055039568516,0.357182182765733,0.150023418602493,NA,"Coraciiformes","LC",0.00317909592796933,3,5,0,"Woodland","Invertebrate",6,"No",0.486455646209141,0,0.157894736842105,0,0.0402684581925186,0.0201342290962593,0.0960018622973486,0.00885412788095041,"High"
"Falcipennis falcipennis",0.00328858267764949,0.779053885075885,0.769008361941343,0.551538342465838,0.564649062227849,0.553843771926984,0.599255241948997,0.140077786767742,0.477429400185501,0.630450719455145,0.244541419414282,0.163162883092201,NA,"Galliformes","NT",0.0143064637124449,6,12,0,"Forest","Plant",1,"No",0.530984799140957,0.25,0.421052631578947,0,0.108839773822848,0.179419886911424,0.0832257328849254,0.087340380907908,"Very high"
"Falco amurensis",0.048334061147837,0.746187431700926,0.786645868310071,0.704873133931582,0.356865533890317,0.383458541764649,0.501480340961479,0.204327528660699,0.408262712790856,0.521682242149498,0.289639876485925,0.163110141376362,NA,"Falconiformes","LC",0.00284639571816958,2,6,0,"Woodland","Invertebrate",4,"No",0.4903423210646,0,0.157894736842105,0,0.0401852831400687,0.0200926415700344,0.1057221012621,0.00881066955246438,"High"
"Falco berigora",0.0262378633283161,0.600984090992508,0.449791599734653,0.658826575857656,0.118496413272221,0.100951151536687,0.449687838809618,0.487635759170686,0.289703682999209,0.551967487761868,0.415174833780627,0.132239054792838,NA,"Falconiformes","LC",0.0126624706714834,1,5,0,"Woodland","Vertebrate",5,"No",0.412321943391573,0,0.105263157894737,0,0.0294814071415551,0.0147407035707775,0.0792384590605769,0.00559631088131368,"Medium"
"Falco biarmicus",0.0546769004163428,0.770661037710156,0.869622563520646,0.740441824244039,0.279237000049,0.361559886341466,0.718870915572037,0.270112777870744,0.710905366153799,0.714094888087859,0.500416437368766,0.276187863943669,NA,"Falconiformes","LC",0.0139074362753183,2,5,0,"Savanna","Vertebrate",9,"No",0.593592269691851,0,0.131578947368421,0,0.0363715959109348,0.0181857979554674,0.165432382180006,0.00900911494197545,"High"
"Falco cenchroides",0.0255513403308381,0.597620246687967,0.472855007401067,0.689113777409764,0.137236572630414,0.115637237459016,0.449687838809618,0.417775156442638,0.30232405345867,0.551967487761868,0.386959364434225,0.0804867982878725,NA,"Falconiformes","LC",0.0036604116899078,1,6,0,"Woodland","Invertebrate",6,"No",0.412117674249525,0,0.131578947368421,0,0.0338098397645822,0.0169049198822911,0.0530190693093553,0.00659744215083076,"Medium"
"Falco cherrug",0.13595089219808,0.79499377722032,0.826834652231202,0.706973358936429,0.402293515860195,0.437844716528456,0.559257620640427,0.220862707354128,0.585262716486288,0.581619118692195,0.375470409037544,0.299974516416363,NA,"Falconiformes","EN",0.0211431338018802,2,6,0,"Grassland","Vertebrate",5,"No",0.549141259298718,0.75,0.157894736842105,0,0.0447594676609964,0.397379733830498,0.217962704307221,0.170654307607024,"Very high"
"Falco chicquera",0.00994404507793813,0.641965319047106,0.865915177769243,0.888296935139284,0.290403179516837,0.368716762200546,0.278966520575511,0.12284295562378,0.164844851805783,0.349886150749362,0.179248460090766,0.114381051298569,NA,"Falconiformes","NT",0.00442654436919083,2,5,0,"Savanna","Vertebrate",4,"No",0.415108631251822,0.25,0.131578947368421,0,0.034001372934403,0.142000686467201,0.0621625481882537,0.0552814950207908,"Very high"
"Falco columbarius",0.211341125272566,0.787687727962918,0.833458035558163,0.600631196865795,0.580785642928779,0.61667640524909,0.616960740849245,0.171569796625259,0.612662361572932,0.637235900395147,0.30608185922698,0.180834457257284,NA,"Falconiformes","LC",0.00402219656623589,3,6,0,"Woodland","Vertebrate",7,"No",0.576374966723431,0,0.184210526315789,0,0.0470581807205063,0.0235290903602532,0.196087791264925,0.0109023186652864,"High"
